Name,Sex,Age,Height,Colour,Buy_Hour
Colby,M,24,22,Melanesia,8
Haleigh,M,25,15,Southern Asia,8
Wendall,M,27,2,South-eastern Asia,12
Martie,M,34,42,Latin America and the Caribbean,21
Melicent,F,11,36,Sub-Saharan Africa,21
Nelson,M,40,15,South-eastern Asia,13
Jacky,M,19,2,Polynesia,18
Eleanora,F,30,20,Australia and New Zealand,18
Jacquetta,F,30,22,Sub-Saharan Africa,3
Gertie,F,10,28,South-eastern Asia,13
Hyacinthie,F,19,15,Polynesia,7
Min,F,15,14,Western Asia,14
Kristy,F,4,4,South-eastern Asia,18
Cletus,M,4,7,Micronesia,14
Hugues,M,22,0,Sub-Saharan Africa,12
Linzy,F,37,8,Latin America and the Caribbean,-1
Archaimbaud,M,38,6,Polynesia,15
Myles,M,3,16,South-eastern Asia,20
Barb,F,31,6,Sub-Saharan Africa,11
Ethe,M,21,23,Polynesia,9
Elena,F,27,32,Western Europe,20
Myrilla,F,23,15,Sub-Saharan Africa,8
Carlin,M,1,37,Latin America and the Caribbean,0
Matelda,F,12,5,Sub-Saharan Africa,10
Darline,F,32,6,Australia and New Zealand,18
Osbourn,M,1,3,South-eastern Asia,3
Dani,M,11,18,Northern Europe,12
Jilly,F,24,23,Sub-Saharan Africa,11
Elaina,F,11,33,Southern Asia,14
Avictor,M,32,29,Australia and New Zealand,4
Jeramey,M,17,1,Melanesia,6
Delbert,M,40,41,Western Asia,21
Barney,M,6,14,Latin America and the Caribbean,19
Salomi,F,39,8,Melanesia,13
Debera,F,20,0,Latin America and the Caribbean,27
Caesar,M,17,10,Southern Europe,14
Geoff,M,21,36,Southern Europe,22
Bale,M,10,40,Sub-Saharan Africa,14
Dorian,F,16,37,Micronesia,19
Marion,M,7,30,Sub-Saharan Africa,16
Elwira,F,8,1,Central Asia,15
Margit,F,1,19,Latin America and the Caribbean,21
Val,F,21,17,Southern Europe,9
Amory,M,26,8,Eastern Europe,11
Arlen,M,3,25,Central Asia,-3
Ashien,F,33,1,Southern Europe,4
Morry,M,22,39,Latin America and the Caribbean,10
Norma,F,40,10,Sub-Saharan Africa,10
Salomone,M,1,6,Australia and New Zealand,15
Evangeline,F,31,6,Sub-Saharan Africa,17
Olin,M,35,36,Northern Europe,1
Thurston,M,21,27,Polynesia,19
Murdoch,M,7,34,Western Asia,11
Reeba,F,33,36,Latin America and the Caribbean,5
Sam,M,42,2,Sub-Saharan Africa,10
Sheba,F,9,1,Sub-Saharan Africa,19
Leilah,F,19,7,Northern Africa,10
Malchy,M,29,20,Micronesia,0
Pamella,F,17,28,Latin America and the Caribbean,21
Farrand,F,0,40,Central Asia,9
Curry,M,18,26,Polynesia,5
Charmian,F,38,30,Northern Africa,13
Fredek,M,35,39,Latin America and the Caribbean,6
Deerdre,F,6,36,Southern Europe,16
Drew,M,32,29,Latin America and the Caribbean,18
Morley,M,0,10,Sub-Saharan Africa,14
Oates,M,37,14,Latin America and the Caribbean,7
Basilio,M,2,14,Western Asia,34
Jo,F,32,22,Latin America and the Caribbean,8
Maris,F,22,32,Latin America and the Caribbean,17
Brigitte,F,32,10,South-eastern Asia,16
Greggory,M,40,29,Sub-Saharan Africa,13
Merla,F,1,10,Micronesia,15
Forester,M,2,27,Latin America and the Caribbean,18
Kelwin,M,8,24,Northern Europe,11
Ashley,M,10,11,Latin America and the Caribbean,18
Reina,F,21,22,Latin America and the Caribbean,-4
Nichole,F,42,15,Latin America and the Caribbean,17
Leisha,F,9,36,Sub-Saharan Africa,11
Frants,M,29,15,Sub-Saharan Africa,6
Shellysheldon,M,27,42,Sub-Saharan Africa,10
Pattin,M,28,18,Latin America and the Caribbean,17
Ricky,F,15,28,Latin America and the Caribbean,14
Bernadine,F,17,33,Eastern Europe,13
Brandise,F,1,16,Sub-Saharan Africa,9
Ralf,M,8,26,Sub-Saharan Africa,21
Esmaria,F,38,27,Southern Europe,6
Kissee,F,21,37,South-eastern Asia,9
Daloris,F,13,40,Eastern Asia,13
Caria,F,1,35,Micronesia,12
Mellicent,F,38,3,Latin America and the Caribbean,17
Dianne,F,18,1,Latin America and the Caribbean,25
Cherilyn,F,24,7,Northern America,1
Shaine,F,17,13,Sub-Saharan Africa,-3
Alphonse,M,23,16,Sub-Saharan Africa,13
Niki,M,28,11,Western Europe,4
Alyosha,M,3,10,Southern Europe,23
Gualterio,M,23,30,Latin America and the Caribbean,16
Shelba,F,26,14,Sub-Saharan Africa,15
Alessandro,M,7,9,Sub-Saharan Africa,22
Benjamen,M,35,6,Micronesia,15
Jareb,M,24,28,Latin America and the Caribbean,13
Bernie,M,29,38,Sub-Saharan Africa,10
Ella,F,27,0,Sub-Saharan Africa,9
Ruthanne,F,18,37,Latin America and the Caribbean,17
Hayden,M,40,1,Southern Asia,23
Arleen,F,33,29,Latin America and the Caribbean,15
Honoria,F,30,17,Sub-Saharan Africa,4
Sandi,F,10,0,Northern Africa,9
Pepita,F,0,34,Latin America and the Caribbean,15
Matilde,F,22,2,Sub-Saharan Africa,16
Red,M,33,29,Sub-Saharan Africa,-2
Garrik,M,9,1,Sub-Saharan Africa,8
Sallee,F,21,0,Southern Asia,-3
Michal,F,21,11,Australia and New Zealand,11
Evonne,F,35,31,Western Europe,21
Rozanna,F,38,12,Southern Europe,11
Judith,F,21,18,Latin America and the Caribbean,-2
Robinet,M,17,33,Melanesia,19
Anselm,M,21,40,Sub-Saharan Africa,8
Andrea,M,1,6,Western Asia,32
Vivianne,F,4,33,Latin America and the Caribbean,6
Giff,M,37,41,Western Europe,14
Homer,M,37,28,South-eastern Asia,7
Adams,M,4,40,Latin America and the Caribbean,20
Emelyne,F,10,36,Western Asia,17
Octavia,F,23,34,Western Asia,5
Clementius,M,1,13,Latin America and the Caribbean,22
Ardis,F,17,8,Western Asia,15
Cindy,F,33,25,Eastern Europe,12
Moishe,M,6,42,Eastern Europe,7
Guillermo,M,38,16,Latin America and the Caribbean,7
Magnum,M,41,25,Eastern Europe,5
Ula,F,1,42,Western Europe,16
Perry,M,24,5,Latin America and the Caribbean,17
Aldin,M,19,41,Latin America and the Caribbean,11
Freeland,M,32,35,Sub-Saharan Africa,1
Neall,M,21,1,Polynesia,23
Lorne,M,0,39,Sub-Saharan Africa,15
Tamas,M,18,12,Latin America and the Caribbean,20
Rory,F,30,1,Northern Europe,6
Hazel,F,26,14,South-eastern Asia,7
Di,F,17,28,Micronesia,10
Adrian,M,3,4,Melanesia,7
Linell,F,5,24,Sub-Saharan Africa,8
Byram,M,22,17,Latin America and the Caribbean,17
Toma,F,12,3,Sub-Saharan Africa,14
Ulrika,F,9,3,Southern Europe,17
Mendy,M,12,9,Sub-Saharan Africa,17
Adi,F,39,38,Western Asia,17
Saleem,M,8,25,Sub-Saharan Africa,8
Ginny,F,37,21,Western Asia,6
Rhiamon,F,39,1,Western Asia,-2
Eugen,M,23,19,Latin America and the Caribbean,15
Antonino,M,36,7,Latin America and the Caribbean,18
Ileane,F,11,20,Latin America and the Caribbean,1
Bathsheba,F,37,9,Central Asia,4
Galvin,M,16,27,Eastern Europe,17
Vaughan,M,35,32,Sub-Saharan Africa,16
Haze,M,38,8,Latin America and the Caribbean,18
Nero,M,29,31,Sub-Saharan Africa,12
Clerkclaude,M,14,29,Latin America and the Caribbean,20
Katti,F,24,18,Latin America and the Caribbean,7
Robinia,F,6,29,Western Asia,16
Deeanne,F,7,7,Sub-Saharan Africa,4
Gena,F,22,41,Latin America and the Caribbean,7
Mauricio,M,24,5,Sub-Saharan Africa,6
Allene,F,31,12,Latin America and the Caribbean,9
Noel,M,24,19,South-eastern Asia,18
Garrot,M,14,26,Northern Europe,11
Pearla,F,40,33,South-eastern Asia,13
Leroi,M,15,7,Sub-Saharan Africa,14
Sarena,F,28,35,Sub-Saharan Africa,20
Geoffry,M,26,23,Sub-Saharan Africa,17
Elenore,F,18,29,Latin America and the Caribbean,1
Arielle,F,9,39,Sub-Saharan Africa,22
Paola,F,19,17,Southern Europe,18
Laurianne,F,37,39,Micronesia,13
Burk,M,13,27,Northern Europe,9
Charmaine,F,36,3,Western Asia,25
Joline,F,3,3,Latin America and the Caribbean,-5
Kellen,M,9,4,Northern Europe,10
Mano,M,22,15,Sub-Saharan Africa,10
Galvan,M,30,29,Northern Europe,32
Toiboid,M,8,37,Eastern Europe,15
Gard,M,27,36,Latin America and the Caribbean,7
Shellie,F,28,0,Southern Europe,18
Daniele,F,7,27,Northern Europe,17
Merrick,M,42,30,Northern Europe,24
Chad,M,41,19,Northern Europe,3
Arden,F,26,25,Southern Europe,4
Orazio,M,8,40,South-eastern Asia,9
Zacharia,M,12,41,Latin America and the Caribbean,13
Kathlin,F,20,18,Micronesia,7
Kendrick,M,23,13,Eastern Europe,10
Nari,F,19,39,Melanesia,9
Isidore,M,41,18,Latin America and the Caribbean,5
Meghan,F,3,25,Latin America and the Caribbean,9
Irwin,M,39,25,Western Asia,9
Frazier,M,5,3,Western Asia,8
Selig,M,33,40,Sub-Saharan Africa,7
Mariette,F,31,0,Eastern Asia,12
Deonne,F,12,38,Micronesia,15
Joycelin,F,11,11,Northern Europe,13
Hasty,M,10,29,Micronesia,16
Raynor,M,2,32,Sub-Saharan Africa,20
Aube,M,4,6,Sub-Saharan Africa,9
Joycelin,F,37,29,Latin America and the Caribbean,18
Feliks,M,17,14,Latin America and the Caribbean,23
Alexei,M,40,9,Western Europe,9
Bonnie,F,24,31,Northern Africa,4
Briant,M,40,37,Latin America and the Caribbean,23
Dionisio,M,16,36,Latin America and the Caribbean,17
Hedda,F,21,17,Northern Europe,7
Melessa,F,24,36,Western Asia,8
Jordan,F,6,20,Latin America and the Caribbean,8
Kaia,F,41,26,Sub-Saharan Africa,12
Verge,M,5,33,South-eastern Asia,19
Melitta,F,19,7,Northern Europe,4
Truda,F,5,6,Latin America and the Caribbean,8
Davy,M,12,4,Latin America and the Caribbean,20
Cullin,M,4,27,Sub-Saharan Africa,14
Chrissie,M,1,5,Western Asia,9
Regan,M,10,15,Sub-Saharan Africa,15
Jenna,F,24,38,Sub-Saharan Africa,4
Ursola,F,10,16,Sub-Saharan Africa,5
Hedvige,F,22,39,Eastern Europe,7
Sharon,F,33,4,Sub-Saharan Africa,5
Lily,F,28,4,Eastern Asia,17
Nowell,M,12,13,Western Europe,14
Johnathan,M,31,37,Australia and New Zealand,9
Giusto,M,9,29,Latin America and the Caribbean,11
Joe,M,20,36,Central Asia,9
Adoree,F,29,40,South-eastern Asia,12
Sollie,M,1,30,Polynesia,22
Lin,M,38,36,Western Europe,12
Marylou,F,40,2,Latin America and the Caribbean,13
Wilbert,M,10,1,Latin America and the Caribbean,8
Corella,F,19,13,Western Asia,9
Wolfie,M,18,12,Latin America and the Caribbean,12
Brett,M,34,39,Sub-Saharan Africa,13
Salim,M,10,26,Northern Europe,14
Arnuad,M,41,33,Latin America and the Caribbean,8
Stormy,F,24,2,Sub-Saharan Africa,21
Sigvard,M,37,35,Southern Europe,7
Raf,F,36,5,Northern Africa,19
Dan,M,21,16,Eastern Asia,13
Buck,M,6,38,Southern Europe,3
Masha,F,9,29,Polynesia,7
Ali,M,11,6,Latin America and the Caribbean,7
Martyn,M,12,40,Northern Africa,20
Giordano,M,41,23,Micronesia,9
Carole,F,14,28,Micronesia,19
Auberon,M,1,9,Latin America and the Caribbean,12
Gerri,M,6,34,South-eastern Asia,25
Min,F,32,41,Sub-Saharan Africa,12
Abra,F,20,31,Western Asia,19
Estele,F,24,31,Latin America and the Caribbean,4
Giraud,M,24,7,Eastern Europe,5
Shelley,F,6,10,Latin America and the Caribbean,10
Rabi,M,31,17,Western Asia,16
Darcy,M,13,36,Sub-Saharan Africa,6
Hermie,M,30,42,Latin America and the Caribbean,17
Cora,F,41,20,Latin America and the Caribbean,9
Cornall,M,24,38,Sub-Saharan Africa,14
Jewel,F,34,15,Southern Asia,21
Agnesse,F,26,14,Latin America and the Caribbean,15
Gray,M,29,35,Eastern Europe,13
Genovera,F,11,20,Latin America and the Caribbean,9
Drake,M,33,16,South-eastern Asia,25
Ingar,M,26,20,Latin America and the Caribbean,3
Ellynn,F,16,35,Northern Europe,12
Creight,M,0,28,South-eastern Asia,10
Hilary,M,16,37,Sub-Saharan Africa,-4
Serge,M,41,33,Western Asia,24
Ebba,F,9,9,Sub-Saharan Africa,16
Aurlie,F,16,33,Northern Africa,9
Charline,F,40,40,Northern Europe,2
Sosanna,F,14,7,Eastern Asia,8
Mame,F,17,11,Western Europe,10
Kira,F,17,13,Southern Asia,25
Frazer,M,35,11,Southern Asia,8
Rossie,M,33,40,Sub-Saharan Africa,21
Llewellyn,M,19,30,Western Asia,10
Elli,F,27,8,Northern Europe,12
Nefen,M,16,11,Western Asia,11
Agnes,F,14,36,Australia and New Zealand,10
Arlana,F,5,1,Eastern Europe,29
Zandra,F,19,5,Western Asia,5
Vikky,F,28,8,Southern Europe,16
Torr,M,14,40,Sub-Saharan Africa,6
Rockie,M,3,33,Latin America and the Caribbean,3
Windy,F,33,2,South-eastern Asia,4
Aubert,M,14,9,Australia and New Zealand,12
Babbette,F,22,28,Sub-Saharan Africa,20
Iorgo,M,33,39,Sub-Saharan Africa,2
Hubert,M,28,30,Latin America and the Caribbean,20
Koren,F,39,1,Latin America and the Caribbean,-1
Bianka,F,10,4,Latin America and the Caribbean,16
Rod,M,5,4,Latin America and the Caribbean,17
Mable,F,20,14,Sub-Saharan Africa,6
Rudyard,M,14,11,Northern Europe,23
Rene,F,38,8,Polynesia,6
Ellis,M,13,27,Sub-Saharan Africa,14
Basia,F,18,3,Western Asia,12
Storm,F,19,11,Australia and New Zealand,20
Matilde,F,19,11,Latin America and the Caribbean,3
Shanna,F,38,36,Latin America and the Caribbean,7
Corrine,F,22,34,Polynesia,8
Ruben,M,4,4,Southern Europe,16
Linnie,F,4,21,Sub-Saharan Africa,8
Willetta,F,26,38,Northern Europe,17
Vinnie,M,18,13,Western Asia,19
Cherri,F,8,23,Northern Europe,15
Maddie,M,24,4,Western Europe,5
Nobie,M,28,9,Southern Asia,14
Perkin,M,19,25,Sub-Saharan Africa,5
Reinald,M,25,31,Sub-Saharan Africa,7
Valentine,M,13,38,Sub-Saharan Africa,21
Dael,F,20,34,Sub-Saharan Africa,16
Niki,M,8,13,Australia and New Zealand,16
Elspeth,F,6,26,Sub-Saharan Africa,8
Collen,F,17,36,Eastern Europe,3
Boycey,M,21,34,Northern Europe,13
Elizabet,F,8,1,Sub-Saharan Africa,30
Niccolo,M,22,33,Latin America and the Caribbean,18
Felicdad,F,3,10,Northern Africa,4
Lynne,F,5,12,Northern Europe,-1
Nikolia,F,1,13,Southern Asia,16
Dorita,F,2,4,Latin America and the Caribbean,12
Si,M,11,16,Melanesia,6
Mara,F,38,36,Micronesia,0
Waring,M,6,32,Melanesia,3
Pauletta,F,5,19,Latin America and the Caribbean,8
Ado,M,41,31,Latin America and the Caribbean,7
Pattie,M,41,29,Latin America and the Caribbean,5
Lynne,F,7,37,Southern Europe,6
Mark,M,25,33,Northern Europe,4
Dionis,F,21,23,Southern Asia,24
Dasha,F,1,16,Eastern Europe,8
Neale,M,41,24,Western Europe,6
Nadiya,F,38,27,Latin America and the Caribbean,14
Heath,F,28,32,Northern America,14
Merle,F,4,28,Sub-Saharan Africa,7
Hieronymus,M,11,9,South-eastern Asia,10
Cris,F,40,31,Latin America and the Caribbean,3
Egor,M,12,37,Sub-Saharan Africa,10
Clementius,M,6,28,Western Asia,10
Sterling,M,23,40,Western Asia,9
Jeramey,M,2,14,Polynesia,6
Ronna,F,7,37,Sub-Saharan Africa,13
Millard,M,28,9,Sub-Saharan Africa,18
Stefania,F,37,13,Central Asia,11
Mabel,F,5,30,Western Europe,28
Michele,F,3,17,Southern Europe,1
Vikky,F,32,10,Latin America and the Caribbean,9
Lynna,F,40,41,South-eastern Asia,23
Dew,M,24,20,Northern Europe,18
Lauraine,F,28,16,Latin America and the Caribbean,7
Cos,M,34,25,Latin America and the Caribbean,19
Germaine,F,18,13,Australia and New Zealand,9
Lutero,M,28,35,Latin America and the Caribbean,12
Roseanna,F,36,31,Northern Europe,9
Diego,M,37,7,Eastern Asia,14
Gabbie,M,10,16,Northern Europe,15
Walther,M,16,15,Sub-Saharan Africa,16
Zaria,F,6,22,Central Asia,2
Antons,M,36,31,Southern Asia,7
Germain,M,15,31,Western Asia,9
Krystle,F,12,19,Northern Europe,14
Tonye,F,1,34,Southern Asia,6
Alayne,F,20,30,Latin America and the Caribbean,3
Ulysses,M,35,39,Western Asia,4
Paulina,F,42,21,Northern Africa,11
Rose,F,35,36,Latin America and the Caribbean,9
Germayne,M,21,8,Latin America and the Caribbean,19
Barrett,M,9,1,Sub-Saharan Africa,15
Meade,M,27,6,Western Europe,2
Zed,M,9,15,Western Europe,12
Ker,M,33,21,Melanesia,20
Glennie,F,33,36,Sub-Saharan Africa,2
Leigh,F,22,4,Australia and New Zealand,11
Lisbeth,F,14,13,Sub-Saharan Africa,17
Colver,M,18,37,Melanesia,16
Dale,M,20,9,Sub-Saharan Africa,9
Corinne,F,25,10,Melanesia,3
Susi,F,7,32,Polynesia,6
Dukie,M,15,16,Northern Africa,9
Bruno,M,39,42,Eastern Europe,4
Winthrop,M,16,15,Latin America and the Caribbean,14
Christal,F,39,15,Latin America and the Caribbean,-1
Justinn,F,25,4,Polynesia,10
Courtnay,M,15,41,Southern Asia,18
Adelbert,M,39,9,Western Asia,6
Adolf,M,27,35,Micronesia,9
Gregoor,M,30,14,Northern Europe,14
Annamarie,F,2,1,Eastern Europe,18
Alanna,F,15,8,Latin America and the Caribbean,3
Killian,M,36,30,Western Asia,-6
Trip,M,22,19,Western Asia,9
Madalena,F,12,41,Australia and New Zealand,11
Cull,M,28,10,Northern Europe,15
Julita,F,6,16,South-eastern Asia,19
Jolynn,F,2,11,Latin America and the Caribbean,5
Illa,F,41,21,Western Asia,14
Reinold,M,12,13,Eastern Europe,25
Lanae,F,16,31,Northern America,6
Charles,M,11,13,Sub-Saharan Africa,9
Jasmin,F,20,0,Sub-Saharan Africa,3
Berty,M,16,13,Sub-Saharan Africa,12
Adolphus,M,30,10,Polynesia,-4
Spence,M,23,19,Sub-Saharan Africa,23
Monique,F,21,0,Southern Asia,8
Lorianne,F,15,9,Latin America and the Caribbean,14
Pietra,F,23,13,Southern Asia,23
Janice,F,36,34,Eastern Europe,9
Engelbert,M,27,34,Sub-Saharan Africa,11
Renado,M,28,34,Central Asia,-1
Zared,M,2,26,Sub-Saharan Africa,18
Charity,F,10,19,Australia and New Zealand,18
Davie,M,17,31,Northern Europe,20
Neila,F,17,1,Micronesia,1
Aldo,M,2,38,Sub-Saharan Africa,22
Blinny,F,30,34,Latin America and the Caribbean,12
Abbye,F,34,40,Western Asia,12
Anni,F,16,24,Latin America and the Caribbean,5
Keven,M,7,1,Latin America and the Caribbean,9
Tiphanie,F,6,12,Sub-Saharan Africa,14
Yurik,M,26,15,Sub-Saharan Africa,8
Alix,F,21,37,Latin America and the Caribbean,21
Joanna,F,21,4,Latin America and the Caribbean,24
Renaldo,M,32,30,Northern Europe,13
Teresita,F,6,23,Sub-Saharan Africa,6
Hughie,M,3,32,Melanesia,14
Arlyne,F,37,27,South-eastern Asia,5
Luke,M,2,4,Eastern Europe,8
Hillyer,M,1,8,Australia and New Zealand,0
Cherilynn,F,34,23,Western Asia,9
Prudence,F,31,28,Latin America and the Caribbean,14
Simonne,F,11,10,Latin America and the Caribbean,19
Jesus,M,33,42,Eastern Europe,4
Phedra,F,10,4,Eastern Europe,10
Kenyon,M,33,18,Northern Africa,3
Garrott,M,1,20,Sub-Saharan Africa,21
Mortie,M,14,20,Eastern Europe,11
Eda,F,14,1,South-eastern Asia,22
Kincaid,M,10,5,Western Asia,7
Blondell,F,40,0,Latin America and the Caribbean,6
Cole,M,35,5,Latin America and the Caribbean,16
Babs,F,34,11,Western Europe,16
Tarrah,F,18,22,Sub-Saharan Africa,6
Chaddie,M,28,22,Southern Europe,5
Kareem,M,39,14,Northern Africa,20
Arnoldo,M,37,19,Polynesia,9
Alfred,M,14,15,Western Europe,15
Carmen,F,26,15,Polynesia,23
Gianna,F,9,12,Sub-Saharan Africa,4
Joni,F,22,13,Northern Africa,13
Son,M,28,3,Northern Africa,13
Hamlin,M,40,20,South-eastern Asia,18
Garrot,M,38,11,Southern Europe,9
Suzi,F,37,37,Latin America and the Caribbean,16
Andras,M,12,36,Northern Europe,7
Lance,M,9,38,Sub-Saharan Africa,15
Crystie,F,35,3,Eastern Europe,8
